ability,trait,value,table_name
Physical Sciences Knowledge,Persistence,0.0,argeeableness
Physical Sciences Knowledge,Dependability,0.22,argeeableness
Physical Sciences Knowledge,Cautiousness,-0.09,argeeableness
Physical Sciences Knowledge,Orderliness,0.01,argeeableness
Physical Sciences Knowledge,Procrastination avoidness,0.0,argeeableness
Physical Sciences Knowledge,Routine seeking,0.0,argeeableness
Physical Sciences Knowledge,Cold efficiency,0.0,argeeableness
Physical Sciences Knowledge,Judging-Perceiving,-0.49,argeeableness
Physical Sciences Knowledge,Self control,0.09,argeeableness
Physical Sciences Knowledge,Type A,0.0,argeeableness
Physical Sciences Knowledge,Achievement via Independence,0.0,argeeableness
Physical Sciences Knowledge,Rugged individualism,-0.14,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Agreeableness,-0.03,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Compassion,0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Politeness,0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Tender Mindedness,-0.1,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Nurturance,0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Cooperation,0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Lack of aggression,0.1,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Modesty,-0.07,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Non manipulative,0.03,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Warmth,-0.03,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Interpersonal sensitivity,0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Customer service,0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Trust,0.03,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Machiavellianism,0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Self monitoring,0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Conscientiousness,0.09,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Industriousness,-0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Orderliness,0.02,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Achievement,0.06,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Persistence,0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Dependability,0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Cautiousness,0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Orderliness,0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Procrastination avoidness,0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Routine seeking,0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Cold efficiency,0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Judging-Perceiving,0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Self control,0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Type A,0.04,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Achievement via Independence,0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Rugged individualism,0.0,argeeableness
Social Studies Knowledge,Agreeableness,0.0,argeeableness
Social Studies Knowledge,Compassion,0.19,argeeableness
Social Studies Knowledge,Politeness,0.19,argeeableness
Social Studies Knowledge,Tender Mindedness,-0.27,argeeableness
Social Studies Knowledge,Nurturance,0.03,argeeableness
Social Studies Knowledge,Cooperation,0.13,argeeableness
Social Studies Knowledge,Lack of aggression,0.0,argeeableness
Social Studies Knowledge,Modesty,0.19,argeeableness
Social Studies Knowledge,Non manipulative,0.1,argeeableness
Social Studies Knowledge,Warmth,-0.09,argeeableness
Social Studies Knowledge,Interpersonal sensitivity,0.0,argeeableness
Social Studies Knowledge,Customer service,0.0,argeeableness
Social Studies Knowledge,Trust,0.04,argeeableness
Social Studies Knowledge,Machiavellianism,-0.1,argeeableness
Social Studies Knowledge,Self monitoring,0.0,argeeableness
Social Studies Knowledge,Conscientiousness,-0.06,argeeableness
Social Studies Knowledge,Industriousness,0.3,argeeableness
Social Studies Knowledge,Orderliness,0.14,argeeableness
Social Studies Knowledge,Achievement,-0.1,argeeableness
Social Studies Knowledge,Persistence,0.0,argeeableness
Social Studies Knowledge,Dependability,0.53,argeeableness
Social Studies Knowledge,Cautiousness,-0.17,argeeableness
Social Studies Knowledge,Orderliness,0.1,argeeableness
Social Studies Knowledge,Procrastination avoidness,0.0,argeeableness
Social Studies Knowledge,Routine seeking,-0.8,argeeableness
Social Studies Knowledge,Cold efficiency,0.0,argeeableness
Social Studies Knowledge,Judging-Perceiving,-0.1,argeeableness
Social Studies Knowledge,Self control,0.06,argeeableness
Social Studies Knowledge,Type A,0.0,argeeableness
Social Studies Knowledge,Achievement via Independence,0.92,argeeableness
Social Studies Knowledge,Rugged individualism,0.06,argeeableness
Psychomotor Ability,Agreeableness,-0.06,argeeableness
Psychomotor Ability,Compassion,0.0,argeeableness
Psychomotor Ability,Politeness,0.0,argeeableness
Psychomotor Ability,Tender Mindedness,0.0,argeeableness
Psychomotor Ability,Nurturance,0.0,argeeableness
Psychomotor Ability,Cooperation,0.0,argeeableness
Psychomotor Ability,Lack of aggression,0.07,argeeableness
Psychomotor Ability,Modesty,0.0,argeeableness
Psychomotor Ability,Non manipulative,0.0,argeeableness
Psychomotor Ability,Warmth,0.0,argeeableness
Psychomotor Ability,Interpersonal sensitivity,0.0,argeeableness
Psychomotor Ability,Customer service,0.0,argeeableness
Psychomotor Ability,Trust,0.0,argeeableness
Psychomotor Ability,Machiavellianism,0.0,argeeableness
Psychomotor Ability,Self monitoring,0.0,argeeableness
Psychomotor Ability,Conscientiousness,0.01,argeeableness
Psychomotor Ability,Industriousness,0.0,argeeableness
Psychomotor Ability,Orderliness,0.0,argeeableness
Psychomotor Ability,Achievement,0.0,argeeableness
Psychomotor Ability,Persistence,0.31,argeeableness
Psychomotor Ability,Dependability,0.0,argeeableness
Psychomotor Ability,Cautiousness,-0.05,argeeableness
Psychomotor Ability,Orderliness,0.0,argeeableness
Psychomotor Ability,Procrastination avoidness,0.0,argeeableness
Psychomotor Ability,Routine seeking,0.0,argeeableness
Psychomotor Ability,Cold efficiency,0.0,argeeableness
Psychomotor Ability,Judging-Perceiving,0.0,argeeableness
Psychomotor Ability,Self control,-0.11,argeeableness
Psychomotor Ability,Type A,0.0,argeeableness
Psychomotor Ability,Achievement via Independence,0.0,argeeableness
Psychomotor Ability,Rugged individualism,0.0,argeeableness
Aiming,Agreeableness,-0.2,argeeableness
Aiming,Compassion,0.0,argeeableness
Aiming,Politeness,0.0,argeeableness
Aiming,Tender Mindedness,0.0,argeeableness
Aiming,Nurturance,0.0,argeeableness
Aiming,Cooperation,0.0,argeeableness
Aiming,Lack of aggression,0.0,argeeableness
Aiming,Modesty,0.0,argeeableness
Aiming,Non manipulative,0.01,argeeableness
Aiming,Warmth,-0.07,argeeableness
Aiming,Interpersonal sensitivity,0.0,argeeableness
Aiming,Customer service,0.0,argeeableness
Aiming,Trust,0.01,argeeableness
Aiming,Machiavellianism,0.0,argeeableness
Aiming,Self monitoring,0.0,argeeableness
Aiming,Conscientiousness,0.0,argeeableness
Aiming,Industriousness,0.0,argeeableness
Aiming,Orderliness,0.1,argeeableness
Aiming,Achievement,0.0,argeeableness
Aiming,Persistence,0.0,argeeableness
Aiming,Dependability,0.0,argeeableness
Aiming,Cautiousness,0.0,argeeableness
Aiming,Orderliness,0.0,argeeableness
Aiming,Procrastination avoidness,0.0,argeeableness
Aiming,Routine seeking,0.0,argeeableness
Aiming,Cold efficiency,0.0,argeeableness
Aiming,Judging-Perceiving,0.0,argeeableness
Aiming,Self control,0.0,argeeableness
Aiming,Type A,0.0,argeeableness
Aiming,Achievement via Independence,0.0,argeeableness
Aiming,Rugged individualism,0.0,argeeableness
Finger Dexterity,Agreeableness,0.09,argeeableness
Finger Dexterity,Compassion,0.0,argeeableness
Finger Dexterity,Politeness,0.0,argeeableness
Finger Dexterity,Tender Mindedness,0.0,argeeableness
Finger Dexterity,Nurturance,0.0,argeeableness
Finger Dexterity,Cooperation,0.0,argeeableness
Finger Dexterity,Lack of aggression,0.07,argeeableness
Finger Dexterity,Modesty,0.0,argeeableness
Finger Dexterity,Non manipulative,0.0,argeeableness
Finger Dexterity,Warmth,-0.02,argeeableness
Finger Dexterity,Interpersonal sensitivity,0.0,argeeableness
Finger Dexterity,Customer service,-0.03,argeeableness
Finger Dexterity,Trust,0.0,argeeableness
Finger Dexterity,Machiavellianism,0.0,argeeableness
Finger Dexterity,Self monitoring,0.0,argeeableness
Finger Dexterity,Conscientiousness,-0.07,argeeableness
Finger Dexterity,Industriousness,-0.02,argeeableness
Finger Dexterity,Orderliness,0.0,argeeableness
Finger Dexterity,Achievement,0.0,argeeableness
Finger Dexterity,Persistence,0.0,argeeableness
Finger Dexterity,Dependability,0.0,argeeableness
Finger Dexterity,Cautiousness,0.02,argeeableness
Finger Dexterity,Orderliness,0.0,argeeableness
Finger Dexterity,Procrastination avoidness,0.0,argeeableness
Finger Dexterity,Routine seeking,0.0,argeeableness
Finger Dexterity,Cold efficiency,0.0,argeeableness
Finger Dexterity,Judging-Perceiving,0.0,argeeableness
Finger Dexterity,Self control,0.0,argeeableness
Finger Dexterity,Type A,0.0,argeeableness
Finger Dexterity,Achievement via Independence,0.0,argeeableness
Finger Dexterity,Rugged individualism,0.0,argeeableness
Manual Dexterity,Agreeableness,-0.18,argeeableness
Manual Dexterity,Compassion,0.0,argeeableness
Manual Dexterity,Politeness,0.0,argeeableness
Manual Dexterity,Tender Mindedness,0.0,argeeableness
Manual Dexterity,Nurturance,0.0,argeeableness
Manual Dexterity,Cooperation,0.0,argeeableness
Manual Dexterity,Lack of aggression,0.03,argeeableness
Manual Dexterity,Modesty,0.0,argeeableness
Manual Dexterity,Non manipulative,0.0,argeeableness
Manual Dexterity,Warmth,-0.02,argeeableness
Manual Dexterity,Interpersonal sensitivity,0.0,argeeableness
Manual Dexterity,Customer service,0.0,argeeableness
Manual Dexterity,Trust,0.0,argeeableness
Manual Dexterity,Machiavellianism,0.0,argeeableness
Manual Dexterity,Self monitoring,0.0,argeeableness
Manual Dexterity,Conscientiousness,-0.15,argeeableness
Manual Dexterity,Industriousness,-0.02,argeeableness
Manual Dexterity,Orderliness,0.05,argeeableness
Manual Dexterity,Achievement,0.0,argeeableness
Manual Dexterity,Persistence,0.0,argeeableness
Manual Dexterity,Dependability,0.0,argeeableness
Manual Dexterity,Cautiousness,-0.13,argeeableness
Manual Dexterity,Orderliness,0.0,argeeableness
Manual Dexterity,Procrastination avoidness,0.0,argeeableness
Manual Dexterity,Routine seeking,0.0,argeeableness
Manual Dexterity,Cold efficiency,0.0,argeeableness
Manual Dexterity,Judging-Perceiving,0.0,argeeableness
Manual Dexterity,Self control,0.0,argeeableness
Manual Dexterity,Type A,0.0,argeeableness
Manual Dexterity,Achievement via Independence,0.0,argeeableness
Manual Dexterity,Rugged individualism,0.0,argeeableness
Psychomotor Speed,Agreeableness,-0.06,argeeableness
Psychomotor Speed,Compassion,0.0,argeeableness
Psychomotor Speed,Politeness,0.0,argeeableness
Psychomotor Speed,Tender Mindedness,0.0,argeeableness
Psychomotor Speed,Nurturance,0.0,argeeableness
Psychomotor Speed,Cooperation,0.0,argeeableness
Psychomotor Speed,Lack of aggression,0.07,argeeableness
Psychomotor Speed,Modesty,0.0,argeeableness
Psychomotor Speed,Non manipulative,0.0,argeeableness
Psychomotor Speed,Warmth,0.0,argeeableness
Psychomotor Speed,Interpersonal sensitivity,0.0,argeeableness
Psychomotor Speed,Customer service,0.0,argeeableness
Psychomotor Speed,Trust,0.0,argeeableness
Psychomotor Speed,Machiavellianism,0.0,argeeableness
Psychomotor Speed,Self monitoring,0.0,argeeableness
Psychomotor Speed,Conscientiousness,-0.07,argeeableness
Psychomotor Speed,Industriousness,0.03,argeeableness
Psychomotor Speed,Orderliness,0.0,argeeableness
Psychomotor Speed,Achievement,0.0,argeeableness
Psychomotor Speed,Persistence,0.0,argeeableness
Psychomotor Speed,Dependability,0.0,argeeableness
Psychomotor Speed,Cautiousness,-0.02,argeeableness
Psychomotor Speed,Orderliness,0.0,argeeableness
Psychomotor Speed,Procrastination avoidness,0.0,argeeableness
Psychomotor Speed,Routine seeking,0.0,argeeableness
Psychomotor Speed,Cold efficiency,0.0,argeeableness
Psychomotor Speed,Judging-Perceiving,0.0,argeeableness
Psychomotor Speed,Self control,-0.18,argeeableness
Psychomotor Speed,Type A,0.0,argeeableness
Psychomotor Speed,Achievement via Independence,0.0,argeeableness
Psychomotor Speed,Rugged individualism,0.0,argeeableness
Writing Speed,Agreeableness,-0.05,argeeableness
Writing Speed,Compassion,0.0,argeeableness
Writing Speed,Politeness,0.0,argeeableness
Writing Speed,Tender Mindedness,0.0,argeeableness
Writing Speed,Nurturance,0.0,argeeableness
Writing Speed,Cooperation,0.0,argeeableness
Writing Speed,Lack of aggression,0.0,argeeableness
Writing Speed,Modesty,0.0,argeeableness
Writing Speed,Non manipulative,0.0,argeeableness
Writing Speed,Warmth,0.0,argeeableness
Writing Speed,Interpersonal sensitivity,0.0,argeeableness
Writing Speed,Customer service,0.0,argeeableness
Writing Speed,Trust,0.0,argeeableness
Writing Speed,Machiavellianism,0.0,argeeableness
Writing Speed,Self monitoring,0.0,argeeableness
Writing Speed,Conscientiousness,-0.01,argeeableness
Writing Speed,Industriousness,0.0,argeeableness
Writing Speed,Orderliness,-0.0,argeeableness
Writing Speed,Achievement,0.0,argeeableness
Writing Speed,Persistence,0.04,argeeableness
Writing Speed,Dependability,0.02,argeeableness
Writing Speed,Cautiousness,-0.29,argeeableness
Writing Speed,Orderliness,-0.14,argeeableness
Writing Speed,Procrastination avoidness,0.0,argeeableness
Writing Speed,Routine seeking,0.0,argeeableness
Writing Speed,Cold efficiency,0.07,argeeableness
Writing Speed,Judging-Perceiving,-0.07,argeeableness
Writing Speed,Self control,0.0,argeeableness
Writing Speed,Type A,0.0,argeeableness
Writing Speed,Achievement via Independence,0.0,argeeableness
Writing Speed,Rugged individualism,0.0,argeeableness
General Mental Ability,Neurotism,-0.1,neurotism
General Mental Ability,Withdrawal,-0.2,neurotism
General Mental Ability,Volatility,-0.08,neurotism
General Mental Ability,Negative affect,-0.23,neurotism
General Mental Ability,Depression,-0.25,neurotism
General Mental Ability,Anxiety,-0.09,neurotism
General Mental Ability,Anxiety (Test),-0.31,neurotism
General Mental Ability,Uneven Tempered,-0.49,neurotism
General Mental Ability,Suspiciousness,-0.24,neurotism
General Mental Ability,Self esteem,0.25,neurotism
General Mental Ability,Stress tolerance,0.07,neurotism
General Mental Ability,Locus of Control,0.23,neurotism
General Mental Ability,General Factor of Personality,0.46,neurotism
General Mental Ability,Factor Alpha,0.08,neurotism
Fluid,Neurotism,-0.13,neurotism
Fluid,Withdrawal,-0.09,neurotism
Fluid,Volatility,-0.35,neurotism
Fluid,Negative affect,-0.09,neurotism
Fluid,Depression,-0.24,neurotism
Fluid,Anxiety,-0.03,neurotism
Fluid,Anxiety (Test),-0.47,neurotism
Fluid,Uneven Tempered,-0.07,neurotism
Fluid,Suspiciousness,-0.25,neurotism
Fluid,Self esteem,0.05,neurotism
Fluid,Stress tolerance,0.07,neurotism
Fluid,Locus of Control,0.24,neurotism
Fluid,General Factor of Personality,-0.07,neurotism
Fluid,Factor Alpha,0.04,neurotism
Induction,Neurotism,-0.1,neurotism
Induction,Withdrawal,-0.18,neurotism
Induction,Volatility,-0.02,neurotism
Induction,Negative affect,-0.19,neurotism
